PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,80837926.65217908,11541941.668727579,8.229216793864092,1402556.52
2030,60631816.19857646,14101239.122685045,7.62383266816375,1849626.0
