component,npv_cost
TotalGenFixedCosts,70253757.20162654
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,29709462.38765227
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,20825282.181083
