component,npv_cost
TotalGenFixedCosts,71246336.39996901
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,29625010.13675707
TxFixedCosts,2398398.145753938
GenVariableOMCostsInTP,19627887.43582248
