component,npv_cost
TotalGenFixedCosts,75202046.60896927
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,31627575.80315204
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,20695533.77970495
