TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,422.9886862069052,1.0180898639229945
Biomass_IGCC_CCS,0.0,0.0
Central_PV,271.1808526503182,1.2303809162075188
Coal_IGCC,216.81243249759137,1.707694870417667
Coal_IGCC_CCS,0.0,0.04246760269916375
Coal_ST,420.5948768959578,1.9354389897516684
Commercial_PV,83.85260492673089,0.45654791496019453
Geothermal,449.39526014782365,2.3866535299404177
NG_CC,549.8760490967522,2.545566566153218
NG_CC_CCS,0.0,-1.3074858174459122e-17
NG_GT,250.92306939496152,1.0795576541930765
Nuclear,0.0,0.0
Residential_PV,53.64167139208661,0.2543098515377296
Wind,532.9170167908727,2.343292240216348
