PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,84440380.9567484,12056295.749411745,8.595942892491594,1402556.52
2030,70502670.7369362,16396919.656726504,8.864991980393066,1849626.0
