TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,202.05295172910795,0.7017821885161264
Biomass_IGCC_CCS,0.0,0.0
Central_PV,270.52901081766197,0.9730880914382923
Coal_IGCC,367.27294159734424,1.5098249325170177
Coal_IGCC_CCS,0.0,0.0
Coal_ST,420.28531597791493,1.6779301017071557
Commercial_PV,83.76180108934584,0.2643762797462485
Geothermal,562.8395917086737,2.3124135651454036
NG_CC,576.7541226578858,2.419408254092977
NG_CC_CCS,0.0,-8.140114110245973e-19
NG_GT,224.35455675187052,0.8064488508836032
Nuclear,0.0,0.0
Residential_PV,13.316439388817116,0.04517313998072265
Wind,531.0157882813788,2.289554595972451
