component,npv_cost
TotalGenFixedCosts,69578634.25713474
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,30420152.44773972
TxFixedCosts,2311689.085986983
GenVariableOMCostsInTP,20587156.32744107
