component,npv_cost
TotalGenFixedCosts,70960016.87344128
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,30242343.54309767
TxFixedCosts,2484390.413342295
GenVariableOMCostsInTP,19210881.28842125
