PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,83717792.10449117,11953125.384601295,8.522384099431012,1402556.52
2030,64488605.16772894,14998218.74344445,8.108784556145107,1849626.0
