PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,80837926.65217914,11541941.668727586,8.229216793864097,1402556.52
2030,60631816.19857649,14101239.122685052,7.623832668163755,1849626.0
