component,npv_cost
TotalGenFixedCosts,66589782.16172802
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,27844529.62729168
TxFixedCosts,2398398.145753939
GenVariableOMCostsInTP,19328267.7620643
