TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,18.793168527737617,0.3208125619883974
Biomass_IGCC_CCS,0.0,0.0
Central_PV,257.28901795911906,1.0082992950629308
Coal_IGCC,431.45000303976764,1.608128937060075
Coal_IGCC_CCS,0.0,0.0
Coal_ST,420.28531597791493,1.8069363178562465
Commercial_PV,83.73068145436486,0.17596155021741192
Geothermal,643.2453734607884,2.768252245910807
NG_CC,661.902261066451,2.934249706322053
NG_CC_CCS,-6.319043813981238e-15,1.2746773641883703e-17
NG_GT,139.206418343306,0.5326793447746034
Nuclear,0.0,0.0
Residential_PV,13.297545324721517,0.04094398887730645
Wind,582.9827348458293,2.8037360519301666
