component,npv_cost
TotalGenFixedCosts,77606615.27616914
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,31997408.74412243
TxFixedCosts,2432505.928682966
GenVariableOMCostsInTP,17597756.59079248
