PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,82457845.72213013,11773231.759749854,8.394122869108942,1402556.52
2030,72485205.97155452,16858001.068520956,9.114275571667438,1849626.0
