PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,80811865.34505995,11538220.666729666,8.226563779925009,1402556.52
2030,67394531.9271602,15674054.809010165,8.474175216508725,1849626.0
