TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,451.9852638021242,0.7078131723508438
Biomass_IGCC_CCS,0.0,0.0
Central_PV,258.16425431431816,0.9048533387381077
Coal_IGCC,216.81243249759137,1.246264215611546
Coal_IGCC_CCS,0.0,0.018604472862041987
Coal_ST,420.4393747775088,1.4183945401065667
Commercial_PV,83.85260492673089,0.32534764956782397
Geothermal,433.4152808886047,1.8083598151220133
NG_CC,566.5656567207311,1.8730884377012194
NG_CC_CCS,0.0,4.223966188049413e-17
NG_GT,234.38896388943164,0.7792732374101229
Nuclear,0.0,0.0
Residential_PV,53.64167139208661,0.1628186084715097
Wind,532.9170167908726,1.755182512058203
