component,npv_cost
TotalGenFixedCosts,75463966.48087803
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,31721553.37978763
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,20339636.33116063
