component,npv_cost
TotalGenFixedCosts,67272081.75954553
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,30644190.7882303
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,22872229.22258596
