PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,80837926.65217909,11541941.66872758,8.229216793864094,1402556.52
2030,67368470.62004104,15667993.688849533,8.470898272866803,1849626.0
