component,npv_cost
TotalGenFixedCosts,70001377.83912934
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,30972835.01872037
TxFixedCosts,2493202.013641777
GenVariableOMCostsInTP,19430217.24681102
