component,npv_cost
TotalGenFixedCosts,70761547.75719589
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,33457097.60679494
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,23306510.82783548
