gen_tech,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr
Biomass_IGCC,BioSolid,2020,0.0,0.0,0.0
Biomass_IGCC,BioSolid,2030,96.68222644847826,1517790.156589379,0.0
Biomass_IGCC_CCS,BioSolid,2030,0.0,0.0,0.0
Central_PV,Solar,2020,0.0,0.0,0.0
Central_PV,Solar,2030,1.5994076966113743e-14,0.0,0.0
Coal_IGCC,Coal,2020,1.6443450150005097,8000.988200188879,1248.6892948711477
Coal_IGCC,Coal,2030,1.644349516984129,8001.010105760694,1248.6927136054765
Coal_IGCC_CCS,Coal,2030,0.0,0.0,0.0
Coal_ST,Coal,2020,29.664062784,103824.219744,26209.97931343104
Coal_ST,Coal,2030,14.832072,50429.044799999996,12750.835656959998
Commercial_PV,Solar,2020,0.0,0.0,0.0
Commercial_PV,Solar,2030,2.4053904,0.0,0.0
Geothermal,Geothermal,2020,33.962222434248005,1126000.5036962756,0.0
Geothermal,Geothermal,2030,25.4717365635,881220.1981508458,0.0
NG_CC,NaturalGas,2020,71.68082831600573,261447.98327554477,25501.69475174892
NG_CC,NaturalGas,2030,1.5920281759562703e-13,4.660348345431047e-10,0.0
NG_CC_CCS,NaturalGas,2030,8.960416968426059e-16,8.333187780636235e-12,7.18864863209167e-14
NG_GT,NaturalGas,2020,11.611359445714081,319746.57381771493,6401.26582744984
NG_GT,NaturalGas,2030,0.0,0.0,0.0
Nuclear,Uranium,2030,0.0,0.0,0.0
Residential_PV,Solar,2020,0.0,0.0,0.0
Residential_PV,Solar,2030,0.0,0.0,0.0
Wind,Wind,2020,4.273657674414005e-15,0.0,0.0
Wind,Wind,2030,54.98845197536858,0.0,0.0
