PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,81356978.86002798,11616051.316935074,8.282055768372938,1402556.52
2030,60112763.99072757,13980522.314927494,7.558567145426964,1849626.0
