component,npv_cost
TotalGenFixedCosts,66255474.95120046
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,28143328.52473668
TxFixedCosts,2398398.145753939
GenVariableOMCostsInTP,19363776.07514682
