PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,88431195.54451111,12626099.4429287,9.002203663727363,1402556.52
2030,73248510.57063791,17035524.048203245,9.210253342136866,1849626.0
