component,npv_cost
TotalGenFixedCosts,90498812.43704459
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,27658841.777914
TxFixedCosts,2889309.142600117
GenVariableOMCostsInTP,15323977.60367268
