PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,80837926.65217908,11541941.668727579,8.229216793864092,1402556.52
2030,67368470.62004101,15667993.688849526,8.4708982728668,1849626.0
