PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,88852237.12339155,12686215.251742754,9.045065258220577,1402556.52
2030,66090814.570293024,15370847.164077196,8.310246051946283,1849626.0
