component,npv_cost
TotalGenFixedCosts,82429991.36714992
LocalTDFixedCosts,25308765.15391764
FuelCostsPerPeriod,25351042.19807535
TxFixedCosts,2442703.185960733
GenVariableOMCostsInTP,19410549.78858092
