component,npv_cost
TotalGenFixedCosts,71870273.79953787
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,31617537.18110371
TxFixedCosts,2729070.748028857
GenVariableOMCostsInTP,16680750.38963209
