component,npv_cost
TotalGenFixedCosts,90256185.03953499
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,27793576.55859037
TxFixedCosts,2847890.014871698
GenVariableOMCostsInTP,15473289.34823452
