gen_tech,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr
Biomass_IGCC,BioSolid,2020,0.0,0.0,0.0
Biomass_IGCC,BioSolid,2030,0.0,0.0,0.0
Biomass_IGCC_CCS,BioSolid,2030,0.0,0.0,0.0
Central_PV,Solar,2020,0.0,0.0,0.0
Central_PV,Solar,2030,10.5665364,0.0,0.0
Coal_IGCC,Coal,2020,9.687519955459276,47137.14709847553,7356.547653856493
Coal_IGCC,Coal,2030,54.08513854996957,263165.3037508999,41071.38885263013
Coal_IGCC_CCS,Coal,2030,50.970159754107556,502463.8348559923,7580.518660172137
Coal_ST,Coal,2020,29.664062784,103824.219744,26209.97931343104
Coal_ST,Coal,2030,14.832072,50429.044799999996,12750.835656959998
Commercial_PV,Solar,2020,0.0,0.0,0.0
Commercial_PV,Solar,2030,2.4053904,0.0,0.0
Geothermal,Geothermal,2020,33.962222434248,1126000.5036962754,0.0
Geothermal,Geothermal,2030,25.4717365635,881220.1981508458,0.0
NG_CC,NaturalGas,2020,65.53819303613659,242324.72564666247,23316.345983345112
NG_CC,NaturalGas,2030,6.050193679385524e-14,1.5612000872078358e-10,0.0
NG_CC_CCS,NaturalGas,2030,1.930995046401611e-16,1.7958253931534984e-12,1.5491739890904892e-14
NG_GT,NaturalGas,2020,9.721208159754132,256675.249647289,5359.237898498592
NG_GT,NaturalGas,2030,0.0,0.0,0.0
Nuclear,Uranium,2030,0.0,0.0,0.0
Residential_PV,Solar,2020,0.0,0.0,0.0
Residential_PV,Solar,2030,1.4604156,0.0,0.0
Wind,Wind,2020,5.170239236740321e-16,0.0,0.0
Wind,Wind,2030,52.033162722435904,0.0,0.0
