component,npv_cost
TotalGenFixedCosts,76306077.28429568
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,31193382.03465195
TxFixedCosts,2398398.145753939
GenVariableOMCostsInTP,19736429.07506543
