component,npv_cost
TotalGenFixedCosts,85345786.85013449
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,30357369.88590654
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,18558653.87724987
