component,npv_cost
TotalGenFixedCosts,72859916.01374666
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,31530806.56582252
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,23134433.61225713
