TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,407.16885393910866,9.0
Biomass_IGCC_CCS,184.9158729345682,1.0
Central_PV,159.42156705404147,11.0
Coal_IGCC,30.618757331642353,12.0
Coal_IGCC_CCS,0.0,4.0
Coal_ST,420.06459341898744,14.0
Commercial_PV,22.20797949011523,10.0
Geothermal,642.8771892813288,14.0
NG_CC,676.8885227527612,14.0
NG_CC_CCS,1.5613347359143044e-13,1.0
NG_GT,109.37190832995337,12.0
Nuclear,0.0,0.0
Residential_PV,13.483416118998534,8.0
Wind,585.1638593484952,14.0
