component,npv_cost
TotalGenFixedCosts,75815103.56122562
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,31837350.27242092
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,19872702.35817987
