PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,82085966.2273259,11720135.25400578,8.356265923604832,1402556.52
2030,72857085.46635887,16944489.68142816,9.161035626352657,1849626.0
