component,npv_cost
TotalGenFixedCosts,67888080.06906673
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,31206618.34113841
TxFixedCosts,2398398.145753939
GenVariableOMCostsInTP,21404535.56234343
