PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,84065521.6497638,12002773.789678512,8.557782605209031,1402556.52
2030,64140875.62245635,14917346.72318611,8.065061111373925,1849626.0
