TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,544.7388787697138,9.0
Biomass_IGCC_CCS,0.0,1.0
Central_PV,105.665364,12.0
Coal_IGCC,0.0,13.0
Coal_IGCC_CCS,103.06407197591322,3.0
Coal_ST,444.96134783999986,15.0
Commercial_PV,0.0,11.0
Geothermal,679.24537852248,15.0
NG_CC,725.2923804878568,15.0
NG_CC_CCS,0.0,1.0
NG_GT,124.08868961451475,13.0
Nuclear,0.0,0.0
Residential_PV,0.0,9.0
Wind,746.8678742542885,15.0
