PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,84065521.6497638,12002773.789678512,8.557782605209031,1402556.52
2030,70877530.04392086,16484101.289350579,8.912126716076969,1849626.0
