component,npv_cost
TotalGenFixedCosts,74019531.05892536
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,30927174.59389766
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,22578450.53900329
