PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,84082147.36280406,12005147.588934118,8.559475085491826,1402556.52
2030,70860904.33088061,16480234.620498076,8.910036202182537,1849626.0
