PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,87400714.06996582,12478968.540857432,8.897301722184737,1402556.52
2030,67542337.62371883,15708430.217855616,8.492760275783112,1849626.0
