TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,0.0,0.16962894355384578
Biomass_IGCC_CCS,0.0,0.0
Central_PV,352.95480403352985,0.13061474062717665
Coal_IGCC,0.0,0.5820943151647496
Coal_IGCC_CCS,0.0,0.0
Coal_ST,420.4654720010028,0.38563259225657626
Commercial_PV,83.70687763485626,0.006769328609744896
Geothermal,643.1989501140964,0.49387294535037557
NG_CC,451.9867756219106,0.6100652114691514
NG_CC_CCS,0.0,2.1739440314981296e-17
NG_GT,735.4650044511883,0.11562540545217492
Nuclear,0.0,0.0
Residential_PV,13.304766611547763,0.004109949513059383
Wind,551.0998695318674,0.5015865680031453
