component,npv_cost
TotalGenFixedCosts,63422004.02261674
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,38079042.88914126
TxFixedCosts,2347543.334903247
GenVariableOMCostsInTP,25785696.29310576
