PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,84440380.95674844,12056295.74941175,8.595942892491598,1402556.52
2030,70502670.73693623,16396919.656726511,8.86499198039307,1849626.0
