component,npv_cost
TotalGenFixedCosts,78970914.46453795
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,28516444.03055791
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,20037797.69673046
