PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,81356978.86002801,11616051.316935077,8.28205576837294,1402556.52
2030,60112763.990727566,13980522.314927492,7.558567145426963,1849626.0
