TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,83.76772245899036,0.3265911947718175
Biomass_IGCC_CCS,0.0,0.0
Central_PV,257.28901795911906,1.0874120190188787
Coal_IGCC,431.45000303976764,1.7407936938461634
Coal_IGCC_CCS,0.0,0.0
Coal_ST,420.28531597791493,1.936168091716809
Commercial_PV,21.901839358364846,0.20170754723309134
Geothermal,643.2453734607883,2.9660410752600246
NG_CC,661.9022610664507,3.1377752640039915
NG_CC_CCS,1.4629218471538604e-14,1.0803757290519379e-17
NG_GT,139.20641834330613,0.5754833440849823
Nuclear,0.0,0.0
Residential_PV,13.297545324721517,0.045032795468863115
Wind,579.8370230105766,2.982994974595377
