PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,82423433.48432854,11768318.421941161,8.390619739118364,1402556.52
2030,72519618.20935614,16866004.378077086,9.118602559694276,1849626.0
