component,npv_cost
TotalGenFixedCosts,77294270.17309111
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,30446481.62417392
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,19784404.39456129
