component,npv_cost
TotalGenFixedCosts,70624623.13261101
LocalTDFixedCosts,25308765.15391766
FuelCostsPerPeriod,33405699.42051775
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,23494833.63869753
