PERIOD,Component,Component_type,AnnualCost_NPV,AnnualCost_Real
2020,TotalGenFixedCosts,annual,33674139.618715145,4807953.040360686
2020,LocalTDFixedCosts,annual,14240596.001031432,2033255.1214361135
2020,FuelCostsPerPeriod,annual,20980873.183685172,2995623.7681231676
2020,TxFixedCosts,annual,1306842.4485104633,186589.3886148835
2030,TotalGenFixedCosts,annual,44618994.6771675,10377111.437597385
2030,LocalTDFixedCosts,annual,11068169.152886214,2574141.921858499
2030,FuelCostsPerPeriod,annual,12096612.491915505,2813328.645216543
2030,TxFixedCosts,annual,802287.8994302305,186589.3886148835
2020,GenVariableOMCostsInTP,timepoint,12546154.983025178,1791324.876551482
2030,GenVariableOMCostsInTP,timepoint,10345035.658782305,2405961.600744823
