component,npv_cost
TotalGenFixedCosts,74355901.74110967
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,30967183.10959322
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,22202071.34112341
