component,npv_cost
TotalGenFixedCosts,82379683.32401361
LocalTDFixedCosts,25308765.15391766
FuelCostsPerPeriod,29689540.31884351
TxFixedCosts,2729070.748028856
GenVariableOMCostsInTP,14835992.14888103
