PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,84065521.64976382,12002773.789678516,8.557782605209033,1402556.52
2030,70877530.04392084,16484101.289350575,8.912126716076965,1849626.0
