GEN_TPS_1,GEN_TPS_2,DispatchGen
S-Geothermal,1,4.444114285714286
S-Geothermal,2,4.444114285714286
S-Central_PV-1,1,0.5978
S-Central_PV-1,2,0.0
Battery_Storage,1,2.9580857142857147
Battery_Storage,2,0.0
