component,npv_cost
TotalGenFixedCosts,81226914.91491583
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,30156685.96397743
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,22878209.73439768
