TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,234.5302159101998,1.0962151699476923
Biomass_IGCC_CCS,0.0,0.0
Central_PV,272.63463108253166,1.253911784780983
Coal_IGCC,0.0,1.8199988502076776
Coal_IGCC_CCS,86.86505236223788,0.2320369185952399
Coal_ST,420.5948768959578,1.9336561517076183
Commercial_PV,175.3340171564482,0.6025736378867977
Geothermal,562.8395917086737,2.149203511013443
NG_CC,456.78006304355387,2.3059221433057524
NG_CC_CCS,-5.843289693605968e-13,-8.62302605464834e-16
NG_GT,344.0190554481584,1.1197173672861078
Nuclear,0.0,0.0
Residential_PV,136.74544216890075,0.39363130942954255
Wind,561.8395742233383,2.093133155839144
