PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,87252736.33277597,12457840.458017498,8.882237742559921,1402556.52
2030,74426969.78237332,17309600.20463219,9.358432572115762,1849626.0
