component,npv_cost
TotalGenFixedCosts,86492334.81372315
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,26842798.14099214
TxFixedCosts,2247692.78488043
GenVariableOMCostsInTP,20788115.22163584
